Keyword,Wikidata_QID,Wikidata_Label,Match_Score,Instances_QIDs,Instances_Labels,Subclasses_QIDs,Subclasses_Labels,Wikipedia_English_Link
Superhelical DNA,Q39298026,Superhelical DNA in Streptococcus sanguis: role in recombination in vivo,36.36363636363637,,,,,
Superhelical DNA,Q40797599,Superhelical DNA in yeast chromosomes,60.37735849056604,,,,,
Superhelical DNA,Q39303625,Superhelical DNA as a preferential binding target of 14-3-3γ protein,38.095238095238095,,,,,
Superhelical DNA,Q73533218,Superhelical DNA studied by solution scattering and computer models,38.55421686746988,,,,,
DNA Transformation Competence,Q71152078,DNA transformation competence,79.3103448275862,,,Q10384146; Q65359289,bacterial transformation; genetic phenomena,
Dominance-Subordination,Q75753693,Dominance-subordination and territorial relationships in the common pigeon,45.36082474226804,,,,,
Donor Conception,Q112934494,Donor conception and its impact on family constructs – the views and experiences of donor-conceived persons,22.764227642276424,,,,,
Donor Conception,Q84833543,"Donor conception, secrecy and the search for information",38.888888888888886,,,,,
Donor Conception,Q34553196,"Donor conception and children's rights: ""first, do no harm"".",36.8421052631579,,,,,
Donor Conception,Q47764923,Donor Conception Disclosure: Directive or Non-Directive Counselling?,38.095238095238095,,,,,
Donor Conception,Q48641574,"Donor conception legislation in Victoria, Australia: the ""Time to Tell"" campaign, donor-linking and implications for clinical practice",18.666666666666664,,,,,
Doping in Sports,Q166376,doping in sport,68.75,Q1914636,activity,Q107969306; Q124542283,bioactive compound use; cheating in sports,https://en.wikipedia.org/wiki/Doping_in_sport
Doping in Sports,Q52279848,Doping in sports,75.0,,,,,
Doping in Sports,Q44326614,Doping in sports,75.0,,,,,
Doping in Sports,Q67880862,Doping in sports,75.0,,,,,
Doping in Sports,Q66890810,Doping in sports,75.0,,,,,
Genetic Dosage Compensation,Q55425712,Genetic dosage compensation in a family with velo-cardio-facial/DiGeorge/22q11.2 deletion syndrome,35.199999999999996,,,,,
Genetic Dosage Compensation,Q86969043,Genetic dosage compensation via co-occurrence of PMP22 duplication and PMP22 deletion,35.71428571428571,,,,,
Radiation Dose Fractionation,Q72534132,Radiation dose-fractionation and dose-rate relationships for long-term repopulating hemopoietic stem cells in a murine bone marrow transplant model,27.428571428571423,,,,,
Radiation Dose Fractionation,Q53028686,Radiation Dose Fractionation and Tumor Control Probability,65.11627906976744,,,,,
Radiation Dose Fractionation,Q72212297,Radiation dose fractionation and high pressure oxygen in radiotherapy of the DBA mouse mammary carcinoma,34.84848484848485,,,,,
Radiation Dose Fractionation,Q30993358,Radiation dose-fractionation effects in spinal cord: comparison of animal and human data,34.48275862068966,,,,,
Radiation Dose Fractionation,Q70429096,Radiation dose fractionation studies with hypoxic cell radiosensitizers using a murine tumor,40.0,,,,,
Double-Blind Method,Q68046573,"Double-blind method of using solcoseryl ophthalmic gel and 2,4% cysteine in ophthalmic gel in patients with chronic recurrent keratitis and keratitis sicca",19.54022988505747,,,,,
Double-Blind Method,Q73851548,Double-blind method assumes what it denies,55.73770491803278,,,,,
Double-Stranded RNA Binding Motif,Q70575707,double-stranded RNA binding motif,75.75757575757575,,,Q70683755,RNA-binding motifs,
Double-Stranded RNA Binding Motif,Q62184085,"Double-stranded RNA binding motif containing protein, putative",42.10526315789473,Q8054,protein,Q8054,protein,
Double-Stranded RNA Binding Motif,Q68359282,"Double-stranded RNA binding motif/DEAD/DEAH box helicase/Helicase conserved C-terminal domain/Helicase associated domain (HA2), putative",27.2189349112426,Q8054,protein,Q8054,protein,
Double-Stranded RNA Binding Motif,Q68358058,"Double-stranded RNA binding motif/DEAD/DEAH box helicase/Helicase conserved C-terminal domain/Helicase associated domain (HA2), putative",27.2189349112426,Q8054,protein,Q8054,protein,
Drug and Narcotic Control,Q67212770,drug and narcotic control,72.0,,,Q67121475,drug legislation,
Drug effects,Q50379782,physiological effect of drugs,57.89473684210527,,,Q50377224,pharmacologic action,
Drug effects,Q112848896,Drug effects on memory in the pigeon : analysis using the behavioural model of signal detection,22.429906542056077,,,,,
Drug effects,Q64638235,Drug Effects on Preference and Reward,44.89795918367348,Q30612,clinical trial,,,
Drug effects,Q112838093,Drug effects on discriminated avoidance based stimulus generalization gradients,26.37362637362637,,,,,
Drug effects,Q113921876,Drug Effects on Interpersonal Interaction,41.509433962264154,Q30612,clinical trial,,,
Drug Resistant Epilepsy,Q18975053,intractable epilepsy,55.81395348837209,,,Q12147416; Q41571; Q55790737,drug resistance; epilepsy; refractory disease,https://en.wikipedia.org/wiki/Management_of_drug-resistant_epilepsy
Drug Resistant Epilepsy,Q37928677,Drug-resistant epilepsy,52.17391304347826,,,,,
Drug Resistant Epilepsy,Q76978917,Drug Resistant Epilepsy: Clinical and Genetic Study,62.16216216216216,Q30612,clinical trial,,,
Drug Resistant Epilepsy,Q56211022,Drug-Resistant Epilepsy,56.52173913043479,,,,,
Drug Resistant Epilepsy,Q33875271,"Drug-Resistant Epilepsy: Multiple Hypotheses, Few Answers",44.99999999999999,,,,,
Duration of Therapy,Q114565211,duration of therapy,73.6842105263158,,,,,
Duration of Therapy,Q31109450,Duration of therapy with metoclopramide: a prescription claims data study,34.78260869565217,,,,,
Duration of Therapy,Q68912581,Duration of therapy in adjuvant chemotherapy trials,51.42857142857142,,,,,
Duration of Therapy,Q33923535,Duration of therapy for acute otitis media,49.18032786885246,,,,,
Duration of Therapy,Q35103057,Duration of therapy for acute venous thromboembolism,47.887323943661976,,,,,
Paroxysmal Dyspnea,Q54019757,Paroxysmal dyspnea in cardiac diseases,35.71428571428571,,,,,
Paroxysmal Dyspnea,Q82371061,Paroxysmal dyspnea; case report,40.816326530612244,,,,,
Paroxysmal Dyspnea,Q72870468,Paroxysmal dyspnea and the thyroid gland,34.48275862068966,,,,,
Ear Canal,Q1498626,auditory canal,77.77777777777779,,,Q28654074,anatomical conduit space,
Ear Canal,Q3629026,ear canal atresia,53.84615384615385,Q12136; Q929833,disease; rare disease,Q16112432; Q55785514,ear canal stenosis; external ear malformation,
Ear Canal,Q16112432,ear canal stenosis,51.85185185185186,,,Q55785514,external ear malformation,
Ear Canal,Q123986079,Ear canal microphone utilizing communications with hearing implant,18.666666666666664,Q43305660,United States patent,,,
Ear Canal,Q30537714,Ear-canal impedance and reflection coefficient in human infants and adults,16.867469879518072,,,,,
External Ear,Q680873,otitis externa,70.58823529411764,Q112193867; Q112965645; Q18123741; Q55789477,class of disease; head and neck disease; infectious disease; symptom or sign,Q12136; Q18556075; Q480700; Q55789778,disease; external ear disease; otitis; post-infectious disorder,https://en.wikipedia.org/wiki/Otitis_externa
External Ear,Q258328,external ear canal,66.66666666666667,Q112826905,class of anatomical entity,Q112826975; Q1498626; Q66557901,auditory canal; particular anatomical entity; subdivision of external ear,https://en.wikipedia.org/wiki/Ear_canal
External Ear,Q560456,otomycosis,40.0,Q112193867; Q112965645,class of disease; symptom or sign,Q12136; Q3705876; Q680873,dermatomycosis; disease; otitis externa,https://en.wikipedia.org/wiki/Otomycosis
External Ear,Q18556075,external ear disease,62.5,Q112193867; Q55789477,class of disease; head and neck disease,Q5325633,ear disease,
External Ear,Q55785514,external ear malformation,54.054054054054056,Q112193867; Q55788864; Q55789477,class of disease; developmental defect during embryogenesis; head and neck disease,Q18556075; Q55780524; Q55788178; Q55789006,ear malformation; external ear disease; genetic otorhinolaryngological malformation; rare otorhinolaryngological malformation,
Early Goal-Directed Therapy,Q1277518,early goal directed therapy,55.55555555555556,,,Q679690,intensive care medicine,https://en.wikipedia.org/wiki/Early_goal-directed_therapy
Early Goal-Directed Therapy,Q27860596,Early goal-directed therapy in the treatment of severe sepsis and septic shock,45.714285714285715,,,,,
Early Goal-Directed Therapy,Q87078384,Early Goal Directed Therapy in Cardiac Surgery,54.794520547945204,Q30612,clinical trial,,,
Early Goal-Directed Therapy,Q65474580,Early Goal Directed Therapy for Acute Kidney Injury,51.28205128205128,Q30612,clinical trial,,,
Early Goal-Directed Therapy,Q63338957,Early Goal-directed Therapy and Myocardial Dysfunction,64.19753086419753,Q30612,clinical trial,,,
Doppler Color Echocardiography,Q44919992,"Doppler color echocardiography flow mapping: basic principles, normal flow patterns and main clinical applications",33.333333333333336,,,,,
Doppler Color Echocardiography,Q50894108,Doppler color echocardiography in the diagnosis of 4 septal perforations complicating anterior myocardial infarction,32.87671232876712,,,,,
Edinger-Westphal Nucleus,Q39496351,Edinger-Westphal nucleus: projections to the brain stem and spinal cord in the cat.,42.990654205607484,,,,,
Edinger-Westphal Nucleus,Q48669874,Edinger-Westphal nucleus: cholecystokinin immunocytochemistry and projections to spinal cord and trigeminal nucleus in the cat,30.666666666666664,,,,,
Edinger-Westphal Nucleus,Q69820713,Edinger-Westphal nucleus: cells that project to spinal cord contain corticotropin-releasing factor,37.704918032786885,,,,,
Dental Continuing Education,Q70993576,Dental continuing education in Massachusetts,53.52112676056338,,,,,
Dental Continuing Education,Q46452123,Dental continuing education in the aftermath of Sept. 11,45.78313253012048,,,,,
Dental Continuing Education,Q69024578,Dental continuing education expands,61.29032258064516,,,,,
Dental Continuing Education,Q42114398,Dental continuing education for the nursing personnel,47.5,,,,,
Dental Continuing Education,Q71052020,Dental continuing education in New England,55.072463768115945,,,,,
Medical Continuing Education,Q43508553,Medical Continuing Education: Reform of Teaching Methods about High Altitude Disease in China,46.28099173553719,,,,,
Medical Continuing Education,Q78021971,Medical continuing education in oncology. The Editorial Committee.,48.93617021276596,,,,,
Medical Graduate Education,Q70483148,Medical graduate education in the 70's,56.25,,,,,
Medical Undergraduate Education,Q52230319,Medical undergraduate education is outdated. From the interns' point of view,46.728971962616825,,,,,
Nursing Continuing Education,Q40597017,Nursing continuing education survey results,59.154929577464785,,,,,
Nursing Continuing Education,Q71936478,"Nursing continuing education in the United States. A paper delivered at the Symposium ""Total Health is Born in Midwifery"", Johannesburg, March 1981",24.0,,,,,
Nursing Continuing Education,Q46571678,Nursing Continuing Education: California to Texas via Teleconference,58.33333333333333,,,,,
Education of Persons with Intellectual Disabilities,Q37159183,Education of persons with intellectual disabilities in India,68.46846846846847,,,,,
Pharmacy Continuing Education,Q80250987,Pharmacy continuing education: 40 years ago to now,53.16455696202531,,,,,
Pharmacy Continuing Education,Q77564265,Pharmacy continuing education--its value to hospital pharmacy practice,52.52525252525253,,,,,
Pharmacy Continuing Education,Q33715920,Pharmacy continuing education available on the Internet,47.61904761904761,,,,,
Premedical Education,Q94849047,Premedical education,50.0,,,,,
Premedical Education,Q73022814,PREMEDICAL education,44.99999999999999,,,,,
Premedical Education,Q83315219,Premedical education,50.0,,,,,
Premedical Education,Q46989047,Premedical education,50.0,,,,,
Premedical Education,Q83288469,Premedical education,50.0,,,,,
EF Hand Motifs,Q24530014,"EF-hand motifs of alpha, beta and gamma isoforms of diacylglycerol kinase bind calcium with different affinities and conformational changes",15.686274509803921,,,,,
EF Hand Motifs,Q28298081,EF-hand motifs in inositol phospholipid-specific phospholipase C,28.205128205128204,,,,,
EF Hand Motifs,Q40466645,EF-hand motifs of diacylglycerol kinase α interact intra-molecularly with its C1 domains.,21.359223300970875,,,,,
Egg Hypersensitivity,Q43991155,"Egg hypersensitivity and adverse reactions to measles, mumps, and rubella vaccine",37.62376237623762,,,,,
Egg Hypersensitivity,Q38081297,Egg hypersensitivity in review,76.0,,,,,
Egg Hypersensitivity,Q68050442,Egg hypersensitivity and measles-mumps-rubella vaccine administration,42.69662921348315,,,,,
Egg Hypersensitivity,Q70393299,EGG hypersensitivity as measured by RAST and a reverse enzyme-immunoassay,36.55913978494624,,,,,
Eidetic Imagery,Q5348796,eidetic Imagery,46.666666666666664,,,Q860959,mental image,
Eidetic Imagery,Q46668191,Eidetic Imagery: A Cross-Cultural Will-O'-The-Wisp?*,44.776119402985074,,,,,
Eidetic Imagery,Q45286199,Eidetic Imagery in Ghana: A Cross-Cultural WILL-O'-THE-WISP?,40.0,,,,,
Eidetic Imagery,Q41057841,Eidetic imagery: longitudinal results in brain-damaged children,35.89743589743589,,,,,
Eidetic Imagery,Q76923301,EIDETIC IMAGERY. I. FREQUENCY,13.636363636363635,,,,,
Eisenmenger Complex,Q1313103,Eisenmenger complex,57.89473684210527,,,Q572695,Eisenmenger's syndrome,
Eisenmenger Complex,Q69939618,Eisenmenger complex,57.89473684210527,,,,,
Eisenmenger Complex,Q46384531,Eisenmenger complex and pregnancy,42.307692307692314,,,,,
Eisenmenger Complex,Q75497755,Eisenmenger complex; 4 anatomoclinical observations.,33.80281690140845,,,,,
Eisenmenger Complex,Q71730628,Eisenmenger complex in two calves,42.307692307692314,,,,,
Ejaculatory Ducts,Q87290263,Ejaculatory ducts opening into accessory urethral channel with hypospadias and absent verumontanum: A rare association,17.777777777777782,,,,,
Electron Microscope Tomography,Q34271343,Electron microscope tomography: transcription in three dimensions,58.94736842105264,,,,,
Electron Microscope Tomography,Q33315449,Electron microscope tomography: further demonstration of nanocontacts between caveolae and smooth muscle sarcoplasmic reticulum,35.668789808917204,,,,,
Electron Microscope Tomography,Q33643062,Electron microscope tomography of native membranes.,69.1358024691358,,,,,
Electron Microscope Tomography,Q36776630,Electron microscope tomography of Balbiani Ring hnRNP substructure,58.33333333333333,,,,,
Gel Pulsed-Field Electrophoresis,Q44420086,Gel pulsed-field electrophoresis. A new method for tracing the contagious ways of bacteria,44.26229508196722,,,,,
Elevators and Escalators,Q4368509,elevators and escalators,75.0,,,Q334166; Q9249606,lifting device; mode of transport,
Embolism and Thrombosis,Q54944012,embolism and thrombosis,73.91304347826086,,,Q12136; Q1266890,disease; vascular disease,
Embolism and Thrombosis,Q79504670,Embolism and thrombosis in coronary heart disease,50.0,,,,,
Embolism and Thrombosis,Q41845505,Embolism and Thrombosis of the Larger Arteries: Their Diagnosis and Treatmen,46.464646464646464,,,,,
Embolism and Thrombosis,Q80282825,Embolism and thrombosis of pulmonary-artery tree,53.52112676056338,,,,,
Embolism and Thrombosis,Q72641774,Embolism and thrombosis in the lesser circulation according to autopsy material of the Institute of Pathological Anatomy of the Academy of Medicine in Lubin and of the Army Hospital in Lublin,17.757009345794394,,,,,
Delayed Embryo Implantation,Q71621906,Delayed embryo implantation following in vitro fertilization and embryo transfer (IVFET),43.47826086956522,,,,,
Herpes Simplex Encephalitis,Q1613885,herpesviral encephalitis,74.50980392156863,Q12136; Q18123741,disease; infectious disease,Q18975237; Q3053951,Herpesviridae infectious disease; viral encephalitis,https://en.wikipedia.org/wiki/Herpes_simplex_encephalitis
Herpes Simplex Encephalitis,Q19001292,Herpes simplex virus meningoencephalitis,66.66666666666667,Q112193867,class of disease,Q1613885; Q2346415,herpesviral encephalitis; meningoencephalitis,
Herpes Simplex Encephalitis,Q56003104,"herpes simplex encephalitis, susceptibility to, 4",63.1578947368421,,,,,
Herpes Simplex Encephalitis,Q56003102,"herpes simplex encephalitis, susceptibility to, 3",63.1578947368421,,,,,
Herpes Simplex Encephalitis,Q56013614,"herpes simplex encephalitis, susceptibility to, 7",63.1578947368421,,,,,
St. Louis Encephalitis,Q567660,St. Louis encephalitis,50.0,Q112193867; Q18123741,class of disease; infectious disease,Q12136; Q19001421; Q1928978; Q2859732; Q3053951; Q4316437; Q55785635; Q6916469,arbovirosis; disease; flavivirus infectious disease; infection of the central nervous system; infectious disease with epilepsy; mosquito-borne disease; viral encephalitis; viral infectious disease,https://en.wikipedia.org/wiki/Saint_Louis_encephalitis
St. Louis Encephalitis,Q19838321,St. Louis encephalitis virus,56.00000000000001,Q16521,taxon,,,
St. Louis Encephalitis,Q22689071,Saint Louis encephalitis virus,56.00000000000001,Q16521,taxon,,,
St. Louis Encephalitis,Q39858361,St. Louis encephalitis,50.0,,,,,
St. Louis Encephalitis,Q78395265,St. Louis encephalitis,50.0,,,,,
Venezuelan Equine Encephalomyelitis,Q81211510,VENEZUELAN EQUINE ENCEPHALOMYELITIS,14.28571428571429,,,,,
Venezuelan Equine Encephalomyelitis,Q34162603,Venezuelan equine encephalomyelitis,62.857142857142854,,,,,
Venezuelan Equine Encephalomyelitis,Q27469860,Venezuelan Equine Encephalomyelitis Virus Structure and Its Divergence from Old World Alphaviruses,52.63157894736843,,,,,
Venezuelan Equine Encephalomyelitis,Q45854538,Venezuelan equine encephalomyelitis virus infection in and transmission by the tick Amblyomma cajennense (Arachnida: Ixodidae).,34.5679012345679,,,,,
Venezuelan Equine Encephalomyelitis,Q27480398,Venezuelan equine encephalomyelitis in an adult animal host. An electron microscopic study,40.0,,,,,
Encyclopedias as Topic,Q131469428,encyclopedias,77.27272727272727,,,Q13136,reference work,
Digestive System Endoscopy,Q71242117,Digestive system endoscopy and ultrasonography,66.66666666666667,,,,,
Digestive System Endoscopy,Q82880132,Digestive system endoscopy in the elderly and in patients with severe comorbidities,44.03669724770643,,,,,
End Stage Liver Disease,Q54974362,end-stage liver disease,60.86956521739131,Q12136,disease,Q970208,liver failure,
End Stage Liver Disease,Q61932531,End Stage Liver Disease and Body Composition Assessment: Utilizing Bioelectric Impedance Analysis (BIA),36.50793650793651,Q30612,clinical trial,,,
End Stage Liver Disease,Q45888561,End-stage liver disease in persons with hemophilia and transfusion-associated infections.,30.35714285714286,,,,,
End Stage Liver Disease,Q35605823,End-stage liver disease candidates at the highest model for end-stage liver disease scores have higher wait-list mortality than status-1A candidates,21.052631578947366,,,,,
End Stage Liver Disease,Q77169995,End-stage liver disease without hemochromatosis associated with elevated hepatic iron index,28.07017543859649,,,,,
English Abstract,Q58898586,English abstract,43.75,,,Q333291,abstract,
English Abstract,Q47937832,English abstract,43.75,,,,,
English Abstract,Q115512047,"English Abstracts of Articles in the Present Volume of ""Fortid og Nutid""",36.36363636363637,,,,,
English Abstract,Q106209250,"English Abstracts of Articles in the Present Volume of "" Fortid og Nutid""",35.95505617977528,,,,,
English Abstract,Q69028115,"English abstracts of proceedings of the twenty-fourth congress of the Japan Society for Cancer Therapy. Matsue, Oct. 7, 8, 9, 1986",17.808219178082197,,,,,
Pseudomembranous Enterocolitis,Q10859678,necrotizing enterocolitis,78.87323943661973,Q112193867,class of disease,Q12136; Q2300099,disease; gastrointestinal system disease,https://en.wikipedia.org/wiki/Necrotizing_enterocolitis
Pseudomembranous Enterocolitis,Q74631593,Pseudomembranous enterocolitis,53.333333333333336,,,,,
Pseudomembranous Enterocolitis,Q39618509,Pseudomembranous enterocolitis (antibiotic-related colitis),51.685393258426956,,,,,
Pseudomembranous Enterocolitis,Q66694992,Pseudomembranous enterocolitis,53.333333333333336,,,,,
Pseudomembranous Enterocolitis,Q78696215,Pseudomembranous enterocolitis,53.333333333333336,,,,,
Enzyme Induction,Q2193322,enzyme Induction,56.25,,,Q1661869; Q70688407,enzymologic gene expression regulation; induction,
Enzyme Induction,Q1346231,Enzyme induction and inhibition,63.829787234042556,,,Q411391,regulation of gene expression,https://en.wikipedia.org/wiki/Enzyme_induction_and_inhibition
Enzyme Induction,Q134996384,"Enzyme induction by simultaneous action of xenobiotics : BAT Value Documentation, 2013",29.411764705882348,,,,,
Enzyme Induction,Q37617203,ENZYME INDUCTION AS AN ALL-OR-NONE PHENOMENON,9.836065573770492,,,,,
Enzyme Induction,Q38140216,Enzyme induction in the cytochrome P-450 system,47.61904761904761,,,,,
Ephemeral Fever,Q19000493,bovine ephemeral fever,70.27027027027026,Q3473026,bovine disease,Q18968214,Rhabdoviridae infectious disease,
Ephemeral Fever,Q40936567,Ephemeral Fever and Congenital Deformities in Calves,44.776119402985074,,,,,
Ephemeral Fever,Q40903225,Ephemeral fever virus: excretion in the semen of infected bulls and attempts to infect female cattle by the intrauterine inoculation of virus,17.948717948717952,,,,,
Ephemeral Fever,Q40502041,Ephemeral fever in an eight-month-old Thai dairy heifer.,39.43661971830986,,,,,
Ephemeral Fever,Q67850628,Ephemeral fever vaccination,66.66666666666667,,,,,
Epigastric Arteries,Q5382890,Epigastric arteries,52.63157894736843,Q4167410,Wikimedia disambiguation page,,,https://en.wikipedia.org/wiki/Epigastric_arteries
Myoclonic Epilepsies,Q7248853,progressive myoclonus epilepsy,75.47169811320755,Q112193867; Q929833,class of disease; rare disease,Q11883686; Q18553416; Q55787255,myoclonic epilepsy; progressive epilepsy and/or ataxia with myoclonus as a major feature; variable age at onset electroclinical syndrome,https://en.wikipedia.org/wiki/Progressive_myoclonus_epilepsy
Myoclonic Epilepsies,Q67235653,Myoclonic epilepsies,44.99999999999999,,,,,
Myoclonic Epilepsies,Q41938357,Myoclonic Epilepsies of Childhood,75.47169811320755,,,,,
Myoclonic Epilepsies,Q36233190,Myoclonic epilepsies: syndromes and their treatment,36.61971830985915,,,,,
Myoclonic Epilepsies,Q39587388,Myoclonic epilepsies of infancy and childhood,36.92307692307693,,,,,
Partial Epilepsies,Q69254992,Partial epilepsies in infancy: a study of 40 cases,35.29411764705882,,,,,
Partial Epilepsies,Q41572245,"Partial epilepsies of adolescence with computer tomography abnormalities, localized astrocytic reaction and spontaneously remitting course",20.512820512820518,,,,,
Partial Epilepsies,Q35754171,Partial epilepsies: overview.,51.06382978723405,,,,,
Partial Epilepsies,Q57086553,Partial epilepsies: a brief overview,44.44444444444444,,,,,
Equinus Deformity,Q81223436,Equinus deformity as a factor in forefoot nerve entrapment: treatment with endoscopic gastrocnemius recession,20.63492063492064,,,,,
Equinus Deformity,Q72998489,Equinus deformity in cerebral palsy: recurrence after tendo Achillis lengthening,24.742268041237114,,,,,
Equinus Deformity,Q70681935,Equinus deformity as it affects the forefoot,32.786885245901644,,,,,
Equinus Deformity,Q70395891,Equinus deformity in cerebral palsy. A comparison between elongation of the tendo calcaneus and gastrocnemius recession,19.11764705882353,,,,,
Equinus Deformity,Q53806637,Equinus deformity in cerebral palsy: a retrospective analysis of treatment and function in 39 cases,22.413793103448278,,,,,
Hospital Equipment and Supplies,Q69016679,hospital equipment and supplies,77.41935483870968,,,Q6657015,medical equipment,
Equipment and Supplies Utilization,Q67370101,equipment and supplies utilization,79.41176470588236,,,,,
Estrus Synchronization,Q44920406,Estrus synchronization and pregnancy rates in cyclic and noncyclic beef cows and heifers treated with syncro-mate B or Norgestomet and Alfaprostol,25.0,,,,,
Estrus Synchronization,Q28568850,Estrus synchronization and ovarian hyper‐stimulation treatments have negligible effects on cumulus oocyte complex gene expression whereas induction of ovulation causes major expression changes,19.626168224299068,,,,,
Estrus Synchronization,Q51855232,Estrus synchronization affects WNT signaling in the porcine reproductive tract and embryos,37.5,,,,,
Estrus Synchronization,Q45080668,Estrus synchronization in beef heifers with progestin-based protocols. I. Differences in response based on pubertal status at the initiation of treatment,24.0,,,,,
Estrus Synchronization,Q39025896,Estrus synchronization and artificial insemination of hair sheep ewes in the tropics,39.62264150943396,,,,,
Ethical Dilemmas,Q112934363,Ethical dilemmas experienced by early career educational psychologists in Australia and Aotearoa New Zealand,19.354838709677423,,,,,
Ethical Dilemmas,Q64170977,Ethical Dilemmas in Clinical Practice: A Survey of European Physicians,37.2093023255814,Q30612,clinical trial,,,
Ethical Dilemmas,Q63403328,Ethical Dilemmas in Anaesthesiology in the Netherlands; a Qualitative Interview Study.,31.372549019607842,Q30612,clinical trial,,,
Ethical Dilemmas,Q111149328,Ethical Dilemmas for Engineers in the Development of Autonomous Systems,36.7816091954023,,,,,
Ethical Dilemmas,Q58662094,Ethical dilemmas,43.75,,,,,
Research Ethics Committees,Q58661129,Research ethics committees,57.692307692307686,,,,,
Research Ethics Committees,Q35559561,Research ethics committees and paternalism,52.94117647058824,,,,,
Research Ethics Committees,Q93592996,Research ethics committees,57.692307692307686,,,,,
Research Ethics Committees,Q43176617,Research ethics committees,57.692307692307686,,,,,
Research Ethics Committees,Q93592954,Research ethics committees,57.692307692307686,,,,,
Pharmacy Ethics,Q46923761,Pharmacy ethics,53.333333333333336,,,,,
Pharmacy Ethics,Q37021171,Pharmacy ethics: evaluation pharmacists' ethical attitude,33.333333333333336,,,,,
Pharmacy Ethics,Q58669710,Pharmacy ethics in the '80s,47.61904761904761,,,,,
Ethnic and Racial Minorities,Q112224721,ethnic and racial minorities,75.0,,,Q30103; Q70014180,minority group; sociological factors,
P300 Event-Related Potentials,Q51936812,P300 event-related potentials and cognitive function in social phobia,44.89795918367348,,,,,
P300 Event-Related Potentials,Q74048111,P300 Event-Related Potentials in Stutterers and Nonstutterers,64.44444444444444,,,,,
P300 Event-Related Potentials,Q38808862,P300 event-related potentials in children with dyslexia,52.38095238095239,,,,,
P300 Event-Related Potentials,Q38377013,P300 Event-Related Potentials Differentiate Better Performing Individuals With Traumatic Brain Injury: A Preliminary Study of Semantic Processing,33.333333333333336,,,,,
P300 Event-Related Potentials,Q38568705,P300 event-related potentials in epileptic children,55.00000000000001,,,,,
Auditory Brain Stem Evoked Potentials,Q52256855,Auditory brain-stem evoked potentials to clicks at different presentation rates: estimating maturation of pre-term and full-term neonates,37.93103448275862,,,,,
Auditory Brain Stem Evoked Potentials,Q72626771,Auditory brain stem evoked potentials: Clinical promise of increasing stimulus rate,55.00000000000001,,,,,
Auditory Brain Stem Evoked Potentials,Q43773813,Auditory brain-stem evoked potentials in cat after kainic acid induced neuronal loss. I. Superior olivary complex,38.66666666666667,,,,,
Auditory Brain Stem Evoked Potentials,Q44519192,Auditory brain-stem evoked potentials in patients undergoing dialysis,58.490566037735846,,,,,
Auditory Brain Stem Evoked Potentials,Q46360493,Auditory brain-stem evoked potentials in cat after kainic acid induced neuronal loss. II. Cochlear nucleus,40.55944055944056,,,,,
Somatosensory Evoked Potentials,Q64375807,Somatosensory Evoked Potentials From the Lower Urinary Tract,68.13186813186813,Q30612,clinical trial,,,
Somatosensory Evoked Potentials,Q61980195,Somatosensory Evoked Potentials and Pain Thresholds in Term and Preterm-Born Adolescents After Early Exposure to Pain; a Quantitative Study,36.47058823529412,Q30612,clinical trial,,,
Somatosensory Evoked Potentials,Q37942544,Somatosensory evoked potentials,48.38709677419355,,,,,
Somatosensory Evoked Potentials,Q48597782,Somatosensory evoked potentials (SEPs) and cortical single unit responses elicited by mechanical tactile stimuli in awake monkeys,28.749999999999996,,,,,
Somatosensory Evoked Potentials,Q48106512,Somatosensory evoked potentials,48.38709677419355,,,,,
Visual Evoked Potentials,Q40584840,Visual evoked potentials,62.5,,,,,
Visual Evoked Potentials,Q44905414,Visual evoked potentials standard (2004).,55.38461538461539,,,,,
Visual Evoked Potentials,Q51102410,"Visual evoked potentials, heart rate responses and memory to emotional pictorial stimuli.",33.62831858407079,,,,,
Visual Evoked Potentials,Q48486890,Visual evoked potentials during long periods of pattern-reversal stimulation in migraine,33.92857142857143,,,,,
Visual Evoked Potentials,Q48392574,Visual evoked potentials modulation during direct current cortical polarization,29.126213592233007,,,,,
Whole Blood Exchange Transfusion,Q57119946,Whole blood exchange transfusion as a promising treatment of aluminium phosphide poisoning,40.98360655737705,,,,,
Exposure to Violence,Q67185271,exposure to violence,75.0,,,,,
Exposure to Violence,Q24595920,Exposure to violence during childhood is associated with telomere erosion from 5 to 10 years of age: a longitudinal study,25.531914893617024,,,,,
Exposure to Violence,Q39514725,"Exposure to violence in young inner-city adolescents: relationships with suicidal ideation, depression, and PTSD symptomatology.",25.67567567567568,,,,,
Exposure to Violence,Q39407558,"Exposure to violence and presence of depression among low-income, African-American youth",35.18518518518518,,,,,
Exposure to Violence,Q43790286,Exposure to Violence and Associated Health-Risk Behaviors Among Adolescent Girls,40.0,,,,,
Extramarital Relations,Q33857156,Extramarital relations and perceptions of HIV/AIDS in Nigeria,50.60240963855422,,,,,
Extramarital Relations,Q47677215,Extramarital relationships: A reappraisal,66.66666666666667,,,,,
Extramarital Relations,Q93050606,Extramarital relationships in the Vietnamese migrant community in Laos: reasserting patriarchal ideologies and double standards,28.18791946308725,,,,,
Extramarital Relations,Q120575282,Extramarital Relationships and Social Recognition in Tang Dynasty and Five Dynasties: An Investigation Essentially based on the Notes in Song Dynasty,25.730994152046783,,,,,
