Keyword,Wikidata_QID,Wikidata_Label,Match_Score,Instances_QIDs,Instances_Labels,Subclasses_QIDs,Subclasses_Labels,Wikipedia_English_Link
Anus Diseases,Q56603543,anal disease,84.61538461538461,Q112193867,class of disease,Q18554389; Q4770164,anorectal disorder; rectal disease,
Imperforate Anus,Q484631,imperforate anus,87.5,Q112193867,class of disease,Q4770166; Q56603543; Q727096; Q757722,anal disease; anorectal anomalies; atresia; congenital disorder,https://en.wikipedia.org/wiki/Imperforate_anus
Anus Neoplasms,Q18556380,anus neoplasm,100.0,Q112193867,class of disease,Q16116595; Q18556400; Q56603543,anal disease; intestinal benign neoplasm; intestinal neoplasm,
Anus Neoplasms,Q85709499,Anus neoplasms,92.85714285714286,,,,,
Castration Anxiety,Q1735503,castration anxiety,88.88888888888889,Q7256338,psychoanalytic theory,,,https://en.wikipedia.org/wiki/Castration_anxiety
Castration Anxiety,Q85526248,Castration Anxiety,100.0,,,,,
Separation Anxiety,Q3386242,Venom/Spider-Man: Separation Anxiety,100.0,Q7889,video game,,,https://en.wikipedia.org/wiki/Venom/Spider-Man:_Separation_Anxiety
Separation Anxiety,Q114504771,Separation Anxiety,100.0,Q21191270,television series episode,,,
Separation Anxiety,Q21152412,Separation Anxiety,100.0,Q21191270,television series episode,,,https://en.wikipedia.org/wiki/Separation_Anxiety_(Homeland)
Separation Anxiety,Q17560988,Separation Anxiety,100.0,Q21191270,television series episode,,,
Abdominal Aorta,Q2264329,abdominal aorta,86.66666666666667,Q112826905; Q9655,artery; class of anatomical entity,Q112826975; Q66507840,particular anatomical entity; segment of aorta,https://en.wikipedia.org/wiki/Abdominal_aorta
Thoracic Aorta,Q615993,thoracic aorta,85.71428571428572,Q112826905; Q9655,artery; class of anatomical entity,Q112826975; Q66507840,particular anatomical entity; segment of aorta,https://en.wikipedia.org/wiki/Thoracic_aorta
Abdominal Aortic Aneurysm,Q2256736,abdominal aortic aneurysm,88.0,Q112193867,class of disease,Q12136; Q616003,aortic aneurysm; disease,https://en.wikipedia.org/wiki/Abdominal_aortic_aneurysm
Abdominal Aortic Aneurysm,Q81706496,Abdominal aortic aneurysm,92.0,,,,,
Abdominal Aortic Aneurysm,Q70617643,Abdominal aortic aneurysm,92.0,,,,,
Abdominal Aortic Aneurysm,Q56891301,Abdominal Aortic Aneurysm,100.0,,,,,
Thoracic Aortic Aneurysm,Q3616648,thoracic aortic aneurysm,87.5,Q112193867; Q929833,class of disease; rare disease,Q616003,aortic aneurysm,https://en.wikipedia.org/wiki/Thoracic_aortic_aneurysm
Thoracoabdominal Aortic Aneurysm,Q116802981,thoraco-abdominal aortic aneurysm,90.625,,,Q2256736,abdominal aortic aneurysm,
Aortic Arch Syndromes,Q66771818,aortic arch syndromes,85.71428571428572,,,Q18556675,aortic disease,
Aortic Arch Syndromes,Q68967975,Aortic arch syndromes,90.47619047619048,,,,,
Aortic Arch Syndromes,Q72358777,Aortic Arch Syndromes,100.0,,,,,
Aortic Coarctation,Q616066,coarctation of the aorta,88.88888888888889,Q112193867; Q55788864,class of disease; developmental defect during embryogenesis,Q18556675; Q200779; Q55786073; Q55789068; Q55789280,aortic disease; aortic malformation; genetic cardiac disease; genetic disease; genetic vascular anomaly,https://en.wikipedia.org/wiki/Coarctation_of_the_aorta
Aortic Coarctation,Q84592585,Aortic coarctation,94.44444444444444,,,,,
Aortic Coarctation,Q70780408,Aortic coarctation,94.44444444444444,,,,,
Aortic Coarctation,Q38477784,Aortic coarctation,94.44444444444444,,,,,
Aortic Coarctation,Q97076134,Aortic Coarctation,100.0,,,,,
Aortic Diseases,Q56994232,Aortic Diseases,100.0,,,,,
Aortic Diseases,Q42216017,Aortic diseases,93.33333333333333,,,,,
Aortic Intramural Hematoma,Q116847564,aortic intramural hematoma,88.46153846153845,,,Q4677913; Q468787,acute aortic syndrome; hematoma,
Aortic Intramural Hematoma,Q58009904,Aortic Intramural Hematoma,100.0,,,,,
Aortico-Ventricular Tunnel,Q114733437,aortico-ventricular tunnel,88.46153846153845,,,Q939364,congenital heart disease,
Aortico-Ventricular Tunnel,Q43769640,Aortico-ventricular tunnel,92.3076923076923,,,,,
Aortic Root Aneurysm,Q116828000,aortic root aneurysm,85.0,,,Q3616648,thoracic aortic aneurysm,
Aortic Rupture,Q16918965,aortic rupture,85.71428571428572,,,Q18556675; Q55043796,aortic disease; ruptured aneurysm,https://en.wikipedia.org/wiki/Aortic_rupture
Aortic Rupture,Q73339171,Aortic rupture,92.85714285714286,,,,,
Aortic Rupture,Q95417144,Aortic Rupture,100.0,,,,,
Aortic Rupture,Q70653990,Aortic rupture,92.85714285714286,,,,,
Subvalvular Aortic Stenosis,Q7632441,subvalvular aortic stenosis,88.88888888888889,Q112193867; Q929833,class of disease; rare disease,Q3501498; Q531019,aortic valve stenosis; congenital aortic stenosis,https://en.wikipedia.org/wiki/Subvalvular_aortic_stenosis_(canine)
Subvalvular Aortic Stenosis,Q95530794,Subvalvular Aortic Stenosis,100.0,,,,,
Subvalvular Aortic Stenosis,Q73236880,Subvalvular Aortic Stenosis,100.0,,,,,
Supravalvular Aortic Stenosis,Q16874615,supravalvular aortic stenosis,89.65517241379311,Q112193867; Q55788864,class of disease; developmental defect during embryogenesis,Q3501498; Q531019; Q55786073; Q55786850; Q55789068; Q55789280,aortic malformation; aortic valve stenosis; congenital aortic stenosis; genetic cardiac anomaly; genetic cardiac disease; genetic vascular anomaly,https://en.wikipedia.org/wiki/Supravalvular_aortic_stenosis
Supravalvular Aortic Stenosis,Q55037463,Supravalvular Aortic Stenosis,100.0,,,,,
Aortic Valve Disease,Q18557169,aortic valve disease,85.0,Q112193867,class of disease,Q1130519; Q18556675,aortic disease; heart valve disease,
Aortic Valve Disease,Q55950184,familial bicuspid aortic valve,85.1063829787234,Q112193867,class of disease,Q18557169; Q860167,aortic valve disease; bicuspid aortic valve,
Aortic Valve Disease,Q122905499,aortic valve disease 3,80.95238095238095,,,,,
Aortic Valve Disease,Q60195328,aortic valve disease 1,80.95238095238095,Q112193867,class of disease,Q55950184,familial bicuspid aortic valve,
Aortic Valve Insufficiency,Q616087,aortic valve insufficiency,88.46153846153845,Q112193867,class of disease,Q12136; Q18557169; Q22977956,aortic valve disease; disease; valve insufficiency,https://en.wikipedia.org/wiki/Aortic_regurgitation
Aortic Valve Insufficiency,Q70833846,Aortic valve insufficiency,92.3076923076923,,,,,
Aortic Valve Insufficiency,Q53507825,Aortic valve insufficiency,92.3076923076923,,,,,
Aortic Valve Insufficiency,Q44484449,Aortic valve insufficiency,92.3076923076923,,,,,
Aortic Valve Prolapse,Q18556686,aortic valve prolapse,85.71428571428572,Q112193867,class of disease,Q18557169; Q26695943,aortic valve disease; heart valve prolapse,
Aortic Valve Prolapse,Q71017602,Aortic valve prolapse,90.47619047619048,,,,,
Aortic Valve Stenosis,Q531019,aortic valve stenosis,85.71428571428572,Q112193867; Q55788864; Q929833,class of disease; developmental defect during embryogenesis; rare disease,Q12136; Q123482454; Q18556675; Q18557169,aortic disease; aortic valve disease; disease; heart valve stenosis,https://en.wikipedia.org/wiki/Aortic_stenosis
Aortic Valve Stenosis,Q37613921,Aortic valve stenosis,90.47619047619048,,,,,
Aortic Valve Stenosis,Q33151867,Aortic valve stenosis,90.47619047619048,,,,,
Aortopulmonary Septal Defect,Q616089,aortopulmonary window,100.0,,,Q190805,heart disease,https://en.wikipedia.org/wiki/Aortopulmonary_window
Aortopulmonary Septal Defect,Q4778774,Aortopulmonary septal defect,92.85714285714286,,,Q939364,congenital heart disease,https://en.wikipedia.org/wiki/Aortopulmonary_septal_defect
Aortopulmonary Septal Defect,Q71152018,Aortopulmonary septal defect,92.85714285714286,,,,,
Aortopulmonary Septal Defect,Q95367415,Aortopulmonary Septal Defect,100.0,,,,,
Ape Diseases,Q55043583,ape diseases,83.33333333333334,,,Q53646913,primate disease,
Postcataract Aphakia,Q54973095,postcataract aphakia,90.0,Q12136,disease,Q558623,aphakia,
Broca Aphasia,Q95533463,Broca Aphasia,100.0,,,,,
Conduction Aphasia,Q1236057,conduction aphasia,88.88888888888889,Q12136,disease,Q2836,aphasia,https://en.wikipedia.org/wiki/Conduction_aphasia
Primary Progressive Aphasia,Q18767,primary progressive aphasia,88.88888888888889,Q112193867; Q112965645; Q1441305; Q3339235,class of disease; clinical sign; neurological disorder; symptom or sign,Q1755684; Q2836; Q55346096,aphasia; corticobasal degeneration; neurodegenerative disease with dementia,https://en.wikipedia.org/wiki/Primary_progressive_aphasia
Wernicke Aphasia,Q95367181,Wernicke Aphasia,100.0,,,,,
Apical Hypertrophic Cardiomyopathy,Q116589409,apical hypertrophic cardiomyopathy,91.17647058823529,,,Q1364270; Q1628627,hypertrophic cardiomyopathy; left ventricular hypertrophy,
Apical Hypertrophic Cardiomyopathy,Q33160373,Apical hypertrophic cardiomyopathy,94.11764705882352,,,,,
Apical Hypertrophic Cardiomyopathy,Q57644172,Apical hypertrophic cardiomyopathy,94.11764705882352,,,,,
Apical Hypertrophic Cardiomyopathy,Q71230489,Apical hypertrophic cardiomyopathy,94.11764705882352,,,,,
Apical Hypertrophic Cardiomyopathy,Q50662044,Apical hypertrophic cardiomyopathy,94.11764705882352,,,,,
Appendiceal Neoplasms,Q18554044,appendiceal neoplasm,100.0,Q112193867,class of disease,Q16116595; Q18556400; Q60196521; Q66199823,appendix disease; cecal neoplasm; intestinal benign neoplasm; intestinal neoplasm,
Appendiceal Neoplasms,Q50121775,Appendiceal Neoplasms,100.0,,,,,
Appendiceal Neoplasms,Q91305115,Appendiceal Neoplasms,100.0,,,,,
Appetite Regulation,Q71149438,appetite regulation,89.47368421052632,,,Q2138622,nutrition,
Appetitive Behavior,Q67080668,appetitive behavior,89.47368421052632,,,Q2990593,animal behavior,
Appetitive Behavior,Q60632118,Appetitive Behavior,100.0,,,,,
Aptitude Tests,Q11642505,aptitude test,85.71428571428572,,,Q27318,test,
Aptitude Tests,Q80923232,Aptitude Tests,100.0,,,,,
APUD Cells,Q2005880,APUD cell,90.0,Q189118,cell type,Q66566675; Q7868,cell; endo-epithelial cell,https://en.wikipedia.org/wiki/APUD_cell
Aquatic Organisms,Q11710365,aquatic organism,88.23529411764706,Q21871294; Q55597235,class of living thing; group or class of living things,Q7239,organism,https://en.wikipedia.org/wiki/Aquatic_organism
Aquatic Therapy,Q3791974,aquatic therapy,86.66666666666667,Q44597158,health specialty,Q186005; Q622676,hydrotherapy; physiotherapy,https://en.wikipedia.org/wiki/Aquatic_therapy
Arachnid Vectors,Q70351493,arachnid vectors,87.5,,,Q1358; Q65455862,Arachnida; arthropod vectors,
Arachnoid Cysts,Q624590,arachnoid cyst,93.33333333333333,Q112193867; Q55788864,class of disease; developmental defect during embryogenesis,Q5062119; Q55786815,central nervous system cyst; central nervous system cystic malformation,https://en.wikipedia.org/wiki/Arachnoid_cyst
Arachnoid Cysts,Q34260749,Arachnoid cysts,93.33333333333333,,,,,
Arbovirus Infections,Q2859732,arbovirosis,100.0,Q112193867; Q18123741,class of disease; infectious disease,Q182672; Q1928978,viral infectious disease; zoonosis,
Arbovirus Infections,Q28081847,Arbovirus Infections,100.0,,,,,
Arbovirus Infections,Q43457495,Arbovirus infections,95.0,,,,,
Architectural Accessibility,Q16001554,architectural accessibility,92.5925925925926,,,Q555097; Q699405,accessibility; dwelling,https://en.wikipedia.org/wiki/Accessible_housing
Arcuate Nucleus of Hypothalamus,Q253246,arcuate nucleus,90.32258064516128,Q112826905; Q1620186,brain region; class of anatomical entity,Q112826975; Q66600578,nucleus of hypothalamus; particular anatomical entity,https://en.wikipedia.org/wiki/Arcuate_nucleus_(hypothalamus)
Arcus Senilis,Q120136,arcus senilis,84.61538461538461,Q112193867,class of disease,Q12136; Q18554311; Q200779; Q55785254,corneal degeneration; disease; genetic disease; rare genetic eye disease,https://en.wikipedia.org/wiki/Arcus_senilis
Arcus Senilis,Q69997684,Arcus senilis,92.3076923076923,,,,,
Arcus Senilis,Q55171110,Arcus Senilis,100.0,,,,,
Arcus Senilis,Q93965207,Arcus Senilis,100.0,,,,,
Arcus Senilis,Q50329032,Arcus Senilis,100.0,,,,,
Arenaviridae Infections,Q18975674,Arenaviridae infectious disease,100.0,Q112193867,class of disease,Q1928978; Q55009682,(-)ssRNA virus infectious disease; viral infectious disease,
Argininosuccinic Aciduria,Q1654860,argininosuccinic aciduria,92.0,Q112193867; Q929833,class of disease; rare disease,Q18558086,amino acid metabolic disorder,https://en.wikipedia.org/wiki/Argininosuccinic_aciduria
Argon Plasma Coagulation,Q4121501,argon plasma coagulation,87.5,,,Q2668225; Q65619910; Q66088326,electrocoagulation; hemostatic technique; surgical hemostasis,https://en.wikipedia.org/wiki/Argon_plasma_coagulation
Arm Bones,Q80038790,Arm Bones,100.0,Q93184,drawing,,,
Sinus Arrhythmia,Q2583597,sinus arrhythmia,87.5,Q12136,disease,Q18553498; Q189331,heart arrhythmia; sinoatrial node disease,https://en.wikipedia.org/wiki/Sinus_arrhythmia
Arrhythmogenic Right Ventricular Dysplasia,Q27164443,arrhythmogenic right ventricular dysplasia 9,88.37209302325581,Q112193867; Q929833,class of disease; rare disease,Q18553439; Q2555727,arrhythmogenic right ventricular cardiomyopathy; autosomal dominant disease,
Arrhythmogenic Right Ventricular Dysplasia,Q2852241,arrhythmogenic right ventricular dysplasia 1,88.37209302325581,Q112193867,class of disease,Q18553439; Q2555727,arrhythmogenic right ventricular cardiomyopathy; autosomal dominant disease,https://en.wikipedia.org/wiki/Uhl_anomaly
Arrhythmogenic Right Ventricular Dysplasia,Q27164444,arrhythmogenic right ventricular dysplasia 10,87.35632183908046,Q112193867; Q929833,class of disease; rare disease,Q18553439; Q2555727,arrhythmogenic right ventricular cardiomyopathy; autosomal dominant disease,
Arrhythmogenic Right Ventricular Dysplasia,Q27164445,arrhythmogenic right ventricular dysplasia 11,87.35632183908046,Q112193867; Q929833,class of disease; rare disease,Q10267817; Q18553439; Q2555727,arrhythmogenic right ventricular cardiomyopathy; autosomal dominant disease; autosomal recessive disease,
Arsenic Poisoning,Q730249,arsenic poisoning,88.23529411764706,,,Q18621601,intoxication,https://en.wikipedia.org/wiki/Arsenic_poisoning
Arsenic Poisoning,Q55604232,Arsenic poisoning cases,80.0,,,,,https://en.wikipedia.org/wiki/Arsenic_poisoning_cases
Arsenic Poisoning,Q28769947,Arsenic poisoning,94.11764705882352,,,,,
Arterial Occlusive Diseases,Q105224834,chronic arterial occlusive disease,88.88888888888889,Q12136,disease,Q1248007; Q18965518,artery disease; vascular occlusion,
Arterial Pressure,Q9062560,arterial blood pressure,88.23529411764706,Q42014143,biomedical measurand type,Q1067560; Q82642,blood pressure; vital signs,https://en.wikipedia.org/wiki/Arterial_blood_pressure
Arterial Switch Operation,Q25101370,arterial switch,88.0,Q15636229,surgical procedure,,,https://en.wikipedia.org/wiki/Atrial_switch
Arterial Switch Operation,Q6164543,Jatene procedure,88.0,Q15636229,surgical procedure,Q25101370,arterial switch,https://en.wikipedia.org/wiki/Arterial_switch_operation
Arterial Switch Operation,Q68885095,Arterial switch operation,92.0,,,,,
Arterio-Arterial Fistula,Q55278661,arterio-arterial fistula,87.5,,,Q67084389,vascular fistula,
Arteriosclerosis Obliterans,Q4797546,arteriosclerosis obliterans,92.5925925925926,Q112193867,class of disease,Q184559; Q378681; Q844935,arteriosclerosis; coronary artery disease; peripheral artery disease,https://en.wikipedia.org/wiki/Arteriosclerosis_obliterans
Arteriosclerosis Obliterans,Q49967208,Arteriosclerosis obliterans,96.2962962962963,,,,,
Arteriosclerosis Obliterans,Q36774171,Arteriosclerosis obliterans,96.2962962962963,,,,,
Arteriosclerosis Obliterans,Q73955723,Arteriosclerosis obliterans,96.2962962962963,,,,,
Arteriovenous Anastomosis,Q3482661,arteriovenous shunt,100.0,,,Q17083725,Circulatory anastomosis,
Arteriovenous Anastomosis,Q60827471,arteriovenous anastomosis,92.0,,,Q17083725,Circulatory anastomosis,
Arteriovenous Fistula,Q707837,arteriovenous fistula,90.47619047619048,Q112193867,class of disease,Q55786074; Q67084389,simple vascular malformation; vascular fistula,https://en.wikipedia.org/wiki/Arteriovenous_fistula
Arteriovenous Malformations,Q1584110,arteriovenous malformation,92.5925925925926,Q112193867; Q42303753,class of disease; designated intractable/rare disease,Q12136; Q121576; Q861028,disease; hemangioma; vascular malformation,https://en.wikipedia.org/wiki/Arteriovenous_malformation
Arteriovenous Malformations,Q30679937,Arteriovenous malformations,96.2962962962963,,,,,
Arteriovenous Malformations,Q71488783,Arteriovenous malformations,96.2962962962963,,,,,
Arteriovenous Malformations,Q85348214,Arteriovenous malformations,96.2962962962963,,,,,
Experimental Arthritis,Q54973356,experimental arthritis,90.9090909090909,Q264024,animal model,,,
Gouty Arthritis,Q3624453,gouty arthritis,86.66666666666667,,,Q133087; Q170990,arthritis; gout,
Gouty Arthritis,Q57245448,Gouty Arthritis,100.0,,,,,
Infectious Arthritis,Q924421,septic arthritis,90.0,Q112193867; Q708176,arthropathy; class of disease,Q12136; Q170990; Q70971408,arthritis; disease; infectious arthropathy,https://en.wikipedia.org/wiki/Septic_arthritis
Infectious Arthritis,Q39621528,Infectious Arthritis,100.0,,,,,
Psoriatic Arthritis,Q511097,psoriatic arthritis,89.47368421052632,Q112193867,class of disease,Q12136; Q12504769; Q170990; Q179630,arthritis; autoimmune skin disease; disease; syndrome,https://en.wikipedia.org/wiki/Psoriatic_arthritis
Psoriatic Arthritis,Q30235385,Psoriatic Arthritis,100.0,,,,,
Reactive Arthritis,Q1327700,reactive arthritis,88.88888888888889,Q112193867,class of disease,Q12136; Q170990; Q18553609; Q55785828; Q70971408,arthritis; autoimmune disease of musculoskeletal system; disease; infectious arthropathy; rare rheumatologic disease,https://en.wikipedia.org/wiki/Reactive_arthritis
Reactive Arthritis,Q54145750,Reactive Arthritis,100.0,,,,,
Rheumatoid Arthritis,Q187255,rheumatoid arthritis,90.0,Q112193867; Q112965645; Q42303753,class of disease; designated intractable/rare disease; symptom or sign,Q12136; Q1446169; Q170990; Q18553609; Q383126; Q8084905,arthritis; autoimmune disease; autoimmune disease of musculoskeletal system; chronic condition; collagen disease; disease,https://en.wikipedia.org/wiki/Rheumatoid_arthritis
Articular Arthrometry,Q71147733,articular arthrometry,90.47619047619048,,,,,
Neurogenic Arthropathy,Q1063085,neurogenic arthropathy,90.9090909090909,Q112193867,class of disease,Q12136; Q708176,arthropathy; disease,https://en.wikipedia.org/wiki/Neuropathic_arthropathy
Replacement Arthroplasty,Q1863402,joint replacement,91.66666666666666,,,Q708178,arthroplasty,https://en.wikipedia.org/wiki/Joint_replacement
Replacement Arthroplasty,Q84768994,Replacement Arthroplasty,100.0,,,,,
Subchondral Arthroplasty,Q73230288,subchondral arthroplasty,91.66666666666666,,,Q708178,arthroplasty,
Arthropod Antennae,Q204664,antenna,100.0,Q103812529; Q112826905,class of anatomical entity; organ type,Q112826975; Q3355930,particular anatomical entity; sensory organ,https://en.wikipedia.org/wiki/Antenna_(zoology)
Arthropod Vectors,Q65455862,arthropod vectors,88.23529411764706,,,Q107994; Q1360,Arthropoda; vector,
Arthus Reaction,Q712320,arthus reaction,86.66666666666667,Q112193867,class of disease,Q5898315,type III hypersensitivity,https://en.wikipedia.org/wiki/Arthus_reaction
Arthus Reaction,Q92072254,Arthus Reaction,100.0,,,,,
Articulation Disorders,Q18556221,articulation disorder,90.9090909090909,Q112193867,class of disease,Q10469820; Q1282114,language disorder; speech disorder,
Articulation Disorders,Q72733262,Articulation disorders,95.45454545454545,,,,,
Artificial Gene Fusion,Q72087346,artificial gene fusion,86.36363636363636,,,Q408351,molecular cloning,
Artificial Lens Implant Migration,Q55093051,artificial lens implant migration,87.87878787878788,Q12136,disease,Q3269441; Q54974186,foreign-body migration; side effect,
Artificially Sweetened Beverages,Q114565330,artificially sweetened beverages,90.625,,,Q40050,drink,
Artificial Virus-Like Particles,Q112040094,artificial virus-like particles,87.09677419354838,,,Q1475781,virus-like particle,
Arytenoid Cartilage,Q1545154,arytenoid cartilage,89.47368421052632,Q112826905,class of anatomical entity,Q112826975; Q12020766,laryngeal cartilages; particular anatomical entity,https://en.wikipedia.org/wiki/Arytenoid_cartilage
Ascaridiasis,Q12211059,ascaridiasis,91.66666666666666,Q112193867; Q18123741,class of disease; infectious disease,Q18975942; Q578994,Ascaridida infectious disease; parasitic helminthiasis infectious disease,
Ascaridiasis,Q44000888,Ascaridiasis,100.0,,,,,
Ascaridida Infections,Q18975942,Ascaridida infectious disease,95.23809523809523,,,Q18966507,Chromadorea infectious disease,
Ascitic Fluid,Q59626522,ascitic fluid,84.61538461538461,Q112826905,class of anatomical entity,Q1058795,body fluid,
Ascitic Fluid,Q193889,ascites,92.3076923076923,Q112965645,symptom or sign,Q102187028; Q2398806,abdominal symptom; effusion,https://en.wikipedia.org/wiki/Ascites
Ascorbic Acid Deficiency,Q18967616,ascorbic acid deficiency,87.5,,,Q194435,vitamin deficiency,
Asian American Native Hawaiian and Pacific Islander,Q116764268,Asian American Native Hawaiian and Pacific Islander,100.0,Q112161755,"health disparity, minority and vulnerable populations",,,
Allergic Bronchopulmonary Aspergillosis,Q1430844,allergic bronchopulmonary aspergillosis,92.3076923076923,Q112193867; Q18123741,class of disease; infectious disease,Q259626; Q3392853; Q55789066,aspergillosis; lung disease; rare allergic respiratory disease,https://en.wikipedia.org/wiki/Allergic_bronchopulmonary_aspergillosis
Allergic Bronchopulmonary Aspergillosis,Q28213702,Allergic bronchopulmonary aspergillosis,94.87179487179486,,,,,
Allergic Bronchopulmonary Aspergillosis,Q57749833,Allergic Bronchopulmonary Aspergillosis,100.0,,,,,
Allergic Bronchopulmonary Aspergillosis,Q81875615,Allergic bronchopulmonary aspergillosis,94.87179487179486,,,,,
Allergic Bronchopulmonary Aspergillosis,Q84209958,Allergic bronchopulmonary aspergillosis,94.87179487179486,,,,,
Assessment of Medication Adherence,Q131519401,assessment of medication adherence,91.17647058823529,,,Q70471523,health care evaluation mechanisms,
Assisted Circulation,Q3625668,mechanical circulatory support,90.0,,,Q40821; Q796194,medical procedure; surgery,
Assisted Circulation,Q69975180,Assisted circulation,95.0,,,,,
Assisted Circulation,Q69902569,Assisted circulation,95.0,,,,,
Assisted Circulation,Q52752616,Assisted circulation (l),86.36363636363636,,,,,
Assisted Circulation,Q43880135,Assisted circulation,95.0,,,,,
Association Learning,Q67185378,association learning,90.0,,,,,
Aspirin-Induced Asthma,Q2039267,aspirin-exacerbated respiratory disease,86.36363636363636,Q112193867; Q929833,class of disease; rare disease,Q200779; Q3286546; Q35869; Q7404457,asthma; genetic disease; respiratory disease; salicylate sensitivity,https://en.wikipedia.org/wiki/Aspirin-exacerbated_respiratory_disease
Aspirin-Induced Asthma,Q72633749,Aspirin-induced asthma,90.9090909090909,,,,,
Aspirin-Induced Asthma,Q28186860,Aspirin-induced asthma,90.9090909090909,,,,,
Aspirin-Induced Asthma,Q28189107,Aspirin-induced asthma,90.9090909090909,,,,,
Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome,Q111695166,asthma-chronic obstructive pulmonary disease overlap syndrome,88.52459016393442,Q12136,disease,,,https://en.wikipedia.org/wiki/Asthma-COPD_overlap
Asthma-Chronic Obstructive Pulmonary Disease Overlap Syndrome,Q102385736,Asthma-chronic obstructive pulmonary disease overlap syndrome,90.1639344262295,,,,,
Exercise-Induced Asthma,Q35869,asthma,86.95652173913044,Q112193867,class of disease,Q12136; Q279330,bronchospasm; disease,https://en.wikipedia.org/wiki/Asthma
Exercise-Induced Asthma,Q5420019,exercise-induced bronchoconstriction,86.95652173913044,Q112193867,class of disease,Q18558110; Q21110302; Q35869,asthma; dyspnea on effort; intrinsic asthma,https://en.wikipedia.org/wiki/Exercise-induced_bronchoconstriction
Occupational Asthma,Q2551913,occupational asthma,89.47368421052632,Q112193867,class of disease,Q102258001; Q35869; Q637816,asthma; environmental induced asthma; occupational disease,https://en.wikipedia.org/wiki/Occupational_asthma
Occupational Asthma,Q27038918,Occupational Asthma,100.0,Q7725634,literary work,,,
Occupational Asthma,Q132529603,Occupational Asthma,100.0,Q3331189,"version, edition or translation",,,
Astronomical Phenomena,Q751989,astronomical phenomenon,90.9090909090909,Q1293220,physical phenomenon,Q1322005,natural phenomenon,
Astronomical Phenomena,Q80870026,Astronomical phenomena,95.45454545454545,,,,,
Asymmetric Cell Division,Q4812070,asymmetric cell division,87.5,Q2996394,biological process,Q188909,cell division,https://en.wikipedia.org/wiki/Asymmetric_cell_division
Asymmetric Cell Division,Q28269713,Asymmetric cell division,91.66666666666666,,,,,
Asymmetric Cell Division,Q34326914,Asymmetric cell division.,89.79591836734694,,,,,
Asymptomatic Diseases,Q29056801,asymptomatic disease,90.47619047619048,,,Q12136,disease,
Asymptomatic Infections,Q2326546,asymptomatic infection,91.30434782608697,Q2057971,health problem,Q166231,infection,https://en.wikipedia.org/wiki/Subclinical_infection
Coronary Atherectomy,Q67274807,coronary atherectomy,90.0,,,Q755475,atherectomy,
Athletic Injuries,Q2093360,sports injury,88.23529411764706,,,Q1064904,major trauma,https://en.wikipedia.org/wiki/Sports_injury
Athletic Injuries,Q70340251,Athletic injuries,94.11764705882352,,,,,
Athletic Injuries,Q35568133,Athletic Injuries,100.0,,,,,
Athletic Injuries,Q68932434,Athletic injuries,94.11764705882352,,,,,
Athletic Performance,Q1815844,athletic performance,90.0,,,Q1296024,effectiveness,
Athletic Tape,Q917517,elastic therapeutic tape,84.61538461538461,Q6657015,medical equipment,Q320441,adhesive tape,https://en.wikipedia.org/wiki/Elastic_therapeutic_tape
Athletic Trainers,Q755620,athletic trainer,88.23529411764706,Q349843,allied health profession,,,https://en.wikipedia.org/wiki/Athletic_trainer
Athletic Trainers,Q44779868,Athletic trainers,94.11764705882352,,,,,
Atlanto-Axial Joint,Q2865747,atlanto-axial joint,84.21052631578947,Q112826905; Q9644,class of anatomical entity; joint,Q1680514; Q3624372; Q66544595,cranial synovial joint; intervertebral joint; joints of the neck,https://en.wikipedia.org/wiki/Atlanto-axial_joint
Atlanto-Occipital Joint,Q1169223,atlanto-occipital joint,86.95652173913044,Q112826905; Q9644,class of anatomical entity; joint,Q1680514; Q66544595,cranial synovial joint; joints of the neck,https://en.wikipedia.org/wiki/Atlanto-occipital_joint
Atlanto-Occipital Joint,Q68915763,Atlanto-occipital joint,91.30434782608697,,,,,
Atmosphere Exposure Chambers,Q73217432,atmosphere exposure chamber,100.0,,,Q6554101,medical device,
Atomic Bomb Survivors,Q111328877,atomic bomb survivors,85.71428571428572,,,Q12609409; Q6136036,atomic bomb victim; survivor,
Atrial Appendage,Q1615482,atrial appendage,87.5,Q15623926,Wikimedia set index article,,,https://en.wikipedia.org/wiki/Atrial_appendage
Atrial Function,Q70679572,atrial function,86.66666666666667,,,Q70696257,cardiovascular physiological phenomena,
Atrial Function,Q71237680,right atrial function,81.08108108108108,,,Q70679572,atrial function,
Atrial Function,Q70682383,left atrial function,83.33333333333334,,,Q70679572,atrial function,
Left Atrial Function,Q70682383,left atrial function,85.0,,,Q70679572,atrial function,
Right Atrial Function,Q71237680,right atrial function,85.71428571428572,,,Q70679572,atrial function,
Atrial Pressure,Q47519847,atrial pressure,86.66666666666667,Q42014143,biomedical measurand type,Q1642137; Q47519846,hemodynamics; intracardiac pressure,
Atrial Remodeling,Q52577085,atrial remodeling,88.23529411764706,Q2057971,health problem,Q847583,cardiomyopathy,
Atrial Septum,Q2529769,interatrial septum,84.61538461538461,Q112826905,class of anatomical entity,Q112826975; Q30104011,cardiac septum; particular anatomical entity,https://en.wikipedia.org/wiki/Interatrial_septum
AT Rich Sequence,Q71225079,AT rich sequence,87.5,,,Q863908,nucleic acid sequence,
